win,firstBlood,firstTower,KillDiff,AssistDiff,DamageDiff,TrueDamageDiff,HealDiff,CCTimeDiff,MinionDiff,CounterJungleDiff,DragonDiff,BaronDiff
1,0,1,12,20,16938,2396,-8123,-10,14,22,0,0
1,1,1,17,18,10437,-1424,8004,-28,47,14,2,0
1,0,0,19,33,12288,7581,-2339,46,141,-40,3,2
0,0,0,-8,-12,-361,-1471,-11888,33,-101,-16,-1,-1
0,1,1,-8,-18,-2347,589,-6166,-43,-64,-4,3,1
0,0,0,-16,-11,-16501,-275,-3842,-24,-38,-13,-2,0
0,0,0,-7,11,26124,-537,-19226,10,-93,-25,-3,0
1,1,0,7,23,30711,857,4203,54,58,17,-1,1
0,1,1,-3,21,-12100,-551,-11194,8,-125,0,-2,0
0,0,0,-19,-14,-10767,-4543,-9975,-11,-96,-21,-3,-1
1,1,1,15,6,19372,565,11792,1,114,28,2,0
0,0,0,-19,-19,-25584,-2351,-8476,22,-30,-15,0,0
1,1,1,17,23,17618,1317,2608,37,88,27,2,0
1,1,1,17,23,17811,2385,14395,3,39,19,3,1
0,1,0,-11,-12,-13161,-2092,-21982,30,-33,-19,-2,2
1,0,0,9,11,12435,5258,2016,-1,15,8,0,1
1,0,1,11,10,10348,-6080,-3376,35,-16,11,3,1
0,0,0,-5,-25,-7331,-5347,-13127,28,-24,-12,-4,-1
0,0,0,-14,-11,-11250,547,-1205,-34,-125,-6,-1,0
0,0,1,-15,-33,-34845,1001,-867,4,-65,-21,1,-1
0,0,0,-15,-17,-14232,-1751,-7555,11,-72,-22,-2,0
0,0,0,-21,-21,-16619,-7216,-39557,84,-58,-20,-3,-1
1,1,1,7,12,939,1784,11582,-27,59,20,3,1
1,0,0,17,40,42134,575,10343,-7,-1,0,1,1
0,0,0,-8,-16,-7713,-5565,-6605,-40,36,-21,-3,-1
0,0,0,-8,-4,-666,2091,3419,-6,-86,11,-1,-1
0,1,0,-1,-2,-25302,-1129,8582,39,-71,-4,-1,-1
0,1,0,-11,-24,-4974,-127,-20140,8,45,-31,-3,-1
0,1,0,-21,-45,-8014,-2897,-24036,-9,-33,-16,-1,-1
1,1,1,15,27,19260,-2050,4322,-13,104,13,1,0
0,1,1,-4,-31,-13468,1939,-6679,-13,-44,4,-1,-1
0,1,0,-11,-31,1999,7262,-4909,16,-3,-6,-2,-1
0,1,0,-12,-17,-10360,3246,-22103,-92,31,-45,-1,-1
1,1,0,4,24,21318,1975,10020,-20,-44,5,-1,-1
0,0,0,-11,-8,9974,385,-13860,0,24,-11,-3,-1
0,0,0,-8,4,2113,-2011,19674,-78,-23,-14,-5,0
0,1,0,-3,-24,-3172,3705,-14189,56,12,11,-3,-1
1,1,1,13,17,18549,825,814,92,-1,29,-2,1
0,0,0,-12,-10,-11799,-867,-6134,10,-143,-25,-2,0
1,1,1,16,37,32482,3579,10696,-40,-50,26,1,1
1,1,1,22,36,33460,4335,2068,-14,-2,21,2,1
1,1,1,8,21,3765,1826,16502,-4,-15,5,2,1
1,1,1,5,-6,7664,1188,-3653,-7,28,16,0,1
1,1,1,8,19,5659,3429,15065,-1,-34,15,4,1
1,0,1,15,25,5284,-428,24122,-2,99,13,3,1
1,0,1,14,14,27630,1011,3587,50,-11,-6,2,1
1,0,1,26,26,15337,1710,9038,16,70,12,2,0
1,0,1,3,8,10984,-284,5857,19,-77,25,2,1
0,1,0,-8,-2,-1952,4897,-7296,71,9,8,1,-3
0,1,0,-11,-26,-19262,489,-9850,1,-19,-12,-5,-2
1,1,1,7,-10,7384,-3786,21307,-30,79,47,3,1
1,1,1,8,21,5224,-8277,-1081,58,-50,-25,2,2
0,1,0,-17,-21,-1829,356,-11406,-55,-73,-17,-1,-1
0,0,0,-14,-15,-23233,558,-1605,-45,-99,-13,-2,-1
0,1,0,-20,-42,-17213,-2260,-8693,-24,-50,-11,-1,0
1,1,1,18,38,13380,2055,3776,30,91,16,0,0
1,1,1,16,24,23534,-594,5083,5,-5,7,3,1
1,0,1,11,3,22145,-2417,-11469,-11,-50,46,3,0
0,0,0,-21,-42,-27058,2545,-1088,-15,-9,-31,-1,-1
0,0,0,-17,-41,-22132,-2364,1302,-64,12,-29,-3,-1
1,1,1,6,33,14353,-755,-31688,33,-29,-14,-2,1
1,1,1,18,47,21164,-621,-8864,114,-2,-9,1,1
1,1,1,23,20,13758,-1761,6458,-7,103,28,3,0
1,1,1,13,8,11802,-761,6561,17,45,5,1,0
0,1,1,-11,-35,756,-1316,-9796,-74,161,4,-1,0
0,0,1,-15,-20,-15369,1524,-14202,-23,-1,-9,-1,0
0,0,0,-21,-33,-11343,-510,8327,-16,55,-59,-5,0
0,1,0,-15,-19,-26211,-1879,-2919,-15,-16,-4,-2,0
0,0,1,-11,-43,-28103,-6187,7242,-10,-39,0,3,-1
1,1,1,23,30,31837,2422,-998,-4,-8,27,2,0
1,1,1,22,28,4030,-8213,45004,46,39,28,3,0
0,1,0,-6,4,-1505,2160,-7382,42,-7,-1,-3,1
0,1,0,-10,-29,3495,-7187,-7902,-27,59,-12,-3,-1
1,1,0,24,52,25490,-252,5234,-22,-56,19,0,1
1,0,0,18,32,25391,3137,13801,-1,78,20,0,0
1,1,1,18,5,6684,-6874,34952,27,82,31,1,0
1,1,1,11,21,40106,4307,-10181,-26,-36,23,3,0
0,0,0,-19,-24,-35157,640,4363,72,21,-40,-1,-1
1,0,1,11,9,5995,-190,20475,-42,79,21,2,0
0,0,1,-10,-6,-30015,457,-21808,9,24,-49,-3,-2
0,1,0,-15,-17,-13207,488,-20275,30,-55,-25,-3,-1
0,0,0,-16,-22,11583,1963,-20586,-12,-19,-23,-3,-1
0,0,1,-12,-13,-5944,-3990,-9096,-5,-59,-32,0,-1
0,0,0,-11,-12,-17004,-8868,7400,-4,-31,-4,-4,-1
1,1,1,12,13,3245,1134,-396,1,11,4,2,0
0,0,0,-10,-9,-8621,-1436,-20998,19,-78,-35,1,-1
1,0,0,-2,16,32053,-1689,11404,-58,-46,-24,2,1
0,0,0,-13,-15,-7364,-1912,-1061,23,-37,-9,-2,0
0,0,1,-15,-26,-13211,-1848,-12509,-19,-15,-32,-1,-2
1,0,0,1,8,-2158,-6822,6645,-25,68,8,2,-1
1,1,1,18,26,18182,3393,5952,-16,-13,12,2,0
0,0,0,-14,-38,-33710,134,-5294,-33,44,-4,-2,-1
0,1,1,-15,-13,3744,-10843,-24070,-58,-103,10,-3,-1
1,1,1,12,19,26021,2340,2250,71,10,22,-1,1
0,0,0,-14,-12,-16861,671,-2132,6,-52,-16,0,0
0,1,0,-2,-19,-10607,1515,-6491,-65,73,22,-2,-1
0,1,1,-15,-13,-8652,-2980,-10100,-52,-37,-22,-1,0
0,0,0,-5,-20,-1534,-1835,-16898,-9,23,8,-4,-1
0,1,0,-10,-11,3270,4224,8223,-14,-52,7,1,-1
0,1,1,-13,-27,2321,-2067,-19403,-31,-3,-12,-1,-1
1,1,1,11,12,7134,1854,3916,15,115,9,1,0
0,0,0,-9,-13,-11208,-379,-2207,-44,-59,-7,-2,0
0,0,0,-14,-23,736,2277,1822,33,-104,8,-3,-1
0,1,1,0,6,6104,4986,3375,3,-57,-8,-2,-1
0,0,0,-21,-25,-12757,221,-3447,-10,-93,-1,-2,0
0,1,0,-6,-37,-30388,-8609,-17958,15,-1,-5,-2,-1
0,0,0,-6,-22,-26296,442,7496,-35,-31,-14,3,0
0,1,0,-12,-22,-6719,-130,3702,-21,-24,-10,-1,-1
0,0,0,-24,-28,-9832,-1936,-10485,54,6,-44,-4,0
1,0,1,10,23,5404,-5220,20074,-42,5,14,-1,1
1,0,0,5,46,27371,-388,-2016,1,10,6,-3,0
0,1,1,4,-4,10587,6225,-13087,51,-224,18,0,0
0,1,0,-6,-6,-19584,-888,-863,1,-95,-14,-3,-1
0,0,0,-8,-18,-15568,-119,4482,-2,-91,-1,-3,0
0,1,1,-14,-40,4332,5723,-4796,-26,11,16,2,-1
0,0,0,-9,-12,-9255,415,-6194,9,-33,-8,2,0
0,0,0,-19,-45,-20326,-971,-12069,11,-34,-12,-3,-1
1,1,1,22,15,30543,1380,-4543,7,104,8,3,0
1,0,1,9,15,5848,-1406,-3635,-21,-28,-4,3,1
1,0,1,19,33,29811,-1805,3650,-23,40,9,1,0
1,0,0,11,34,12384,3058,8718,-33,57,-11,3,1
1,0,1,15,17,25108,-309,-4844,15,50,4,2,0
1,1,1,10,20,8961,-2500,-278,11,45,4,2,0
0,0,0,-14,-18,-15396,-4598,-7566,2,-32,-17,-2,0
0,0,0,-14,-26,-8440,-154,-7988,-4,-38,-10,-1,0
1,0,1,6,10,11255,-1038,1173,-23,111,-2,0,1
0,0,1,-19,-25,-15992,-2082,-8592,62,-135,-8,1,0
0,0,0,-18,-19,-10921,-253,-2672,14,-112,-30,0,0
0,1,0,-14,-10,-15642,-906,-5789,14,-125,-36,-2,0
0,0,0,-16,-30,-22577,-1951,3485,6,27,-16,-3,-1
0,0,1,-11,-32,-25939,-6152,-19080,-1,-20,-5,-2,-1
0,0,0,-5,-24,5481,2986,-26620,94,-26,13,-1,-1
1,0,0,1,0,6852,-4637,3624,-27,40,-6,0,1
0,1,0,-12,-19,-19372,-40,-7066,-64,-54,-18,-2,0
0,0,0,-5,-1,-21931,-3672,7708,19,-35,-30,1,-1
1,1,1,18,18,-12418,4918,22469,43,50,-11,2,1
0,0,1,-5,9,-8843,-10692,-43449,-14,-95,-9,-3,-2
0,0,0,-1,-21,9207,5536,-795,40,99,23,1,0
0,1,1,-12,-40,-15962,-2190,-30484,28,-52,-26,-1,-1
1,1,1,11,19,22059,2012,-1357,10,122,9,0,0
1,1,1,14,22,12762,948,5083,22,90,8,1,0
1,1,1,20,30,12615,2873,6424,52,80,32,0,1
0,0,0,-11,-17,-32406,-683,503,28,-48,-16,-1,-2
1,0,0,9,33,6071,-635,17973,-4,-22,-11,1,1
0,1,0,-6,0,-18157,-7826,2234,-17,6,-34,-1,-2
1,0,1,-1,2,-5315,-1434,-12102,1,-20,-6,-3,0
0,0,0,-5,-10,-4994,-8469,-9689,-20,-126,-52,-4,-1
1,0,0,7,3,22153,2090,8302,72,5,22,-2,1
0,1,0,1,5,2113,-201,8409,-10,11,-49,-1,0
0,0,0,-12,-23,-25441,771,-2240,-16,33,-5,-3,-1
0,1,0,-8,-14,-17933,-4272,2090,40,-72,-18,-4,-1
1,1,0,0,21,-239,1167,6295,1,60,-23,0,1
1,1,0,23,48,30985,1474,-3639,36,21,18,3,1
0,0,1,8,9,-5720,-3718,11458,9,28,25,2,-1
1,0,1,14,32,14234,1390,8397,-47,40,18,3,0
0,0,0,-22,-44,-12067,2392,-10599,51,-39,-23,-2,0
0,0,0,-17,-22,-18266,-294,-3384,-13,-117,-6,-2,0
1,1,0,15,44,16419,-1640,3599,36,45,12,1,0
0,0,1,-15,-30,-18831,-462,-2535,-11,-36,-4,-2,0
0,0,1,-13,-34,-15836,-1697,-6071,-21,-22,-13,-2,-1
1,0,0,4,-16,380,-2107,10934,-50,214,7,3,-1
0,1,0,-9,-13,-21333,1028,699,-21,-151,-29,-1,-1
0,0,0,-18,-14,-12072,-1541,-1163,-18,-132,-15,-2,0
0,0,0,-10,-6,-892,-475,-29916,-15,130,-23,0,-2
1,1,0,12,26,5855,1238,26335,30,-109,-6,-2,2
0,1,1,1,-4,504,-1312,-33618,12,-17,-8,-1,-1
1,0,0,7,9,-4260,77,4883,27,-96,28,4,1
1,0,1,18,25,19410,4933,-8117,25,94,12,2,1
0,1,0,-13,-7,-8773,3346,-5109,-25,-85,-7,0,0
0,0,1,-23,-32,-19098,423,-486,38,-39,-24,-1,1
1,0,0,19,23,17982,3577,8667,15,28,7,1,1
0,1,1,-24,-17,1327,-1495,-12720,12,95,-26,-2,-1
1,0,0,13,34,21857,3200,13503,44,-168,3,2,0
0,1,0,-13,-5,-21402,-6965,-19465,-16,-111,-34,-2,-1
1,0,1,5,5,10340,1330,10003,-47,2,15,0,1
0,1,1,-6,-17,-17748,-7236,96,10,-7,-17,-1,-1
1,0,1,8,0,16190,1465,6873,-7,86,20,2,1
0,0,0,-25,-45,-16964,-1509,2563,-78,51,-21,0,-1
1,0,1,0,14,38693,1095,-1971,-41,19,17,2,0
1,0,1,10,11,7240,254,-4114,-15,62,3,0,0
1,1,1,5,-1,21483,4381,11610,30,59,82,3,0
0,0,0,-11,-10,-19273,2106,5894,-9,-68,-11,0,0
0,0,1,-12,-34,-34707,-2148,13576,-27,56,-27,7,-1
0,0,0,-15,-11,-9244,-1397,-20306,-42,-33,-13,-3,-1
1,1,1,15,4,17289,3266,9984,68,-39,10,3,2
0,1,0,3,-5,2962,2192,2415,-29,73,16,-1,0
1,0,0,14,25,4646,565,33196,21,-33,7,-1,0
0,1,0,1,9,-5930,1328,649,-7,-14,-10,-3,0
0,0,0,-26,-40,-49808,-1851,8913,-59,-21,-22,0,0
0,0,0,-26,-43,-27368,-1319,-5104,-23,-78,-20,-2,-1
0,0,0,-13,-22,-14147,-1873,-16095,-3,-26,-16,-3,-1
1,0,1,19,28,21051,863,4015,68,-41,10,-3,1
0,0,1,-15,-35,-18901,-1494,-15434,-18,-47,-6,1,0
0,1,1,-13,-25,3554,-1933,-4569,-51,124,7,2,-2
0,0,0,-12,-20,-14704,-71,-11781,34,27,-23,-1,0
1,1,1,7,-5,-4314,1286,18872,-6,75,7,-2,1
0,1,0,-5,-19,-26831,-2577,19160,-43,29,8,-1,0
0,0,1,3,-7,11299,-3462,-28990,0,-50,10,2,0
0,0,0,-10,-6,-42761,6645,1254,-24,-83,-8,-3,-2
0,0,0,-15,-29,-24453,-2032,-15609,-21,-25,-25,-2,-1
0,1,0,-17,-25,-16779,-1897,-24408,31,-39,-31,-3,-1
1,0,0,16,22,13847,-510,6279,-19,1,21,1,1
1,1,1,19,27,19411,6148,12480,-7,-44,23,3,1
0,0,0,-22,-26,-20275,-743,-6991,-78,-102,-32,-2,0
1,1,1,23,14,28174,6220,-8975,-27,-86,10,1,1
0,1,0,-13,-31,-4645,1723,-18211,-87,89,-9,1,-1
0,0,0,-13,-18,-7700,-125,-4566,-16,-39,-17,-1,0
1,0,1,12,18,19144,-2494,2803,19,116,23,2,0
0,1,0,-15,-30,-12227,-500,-4532,6,-52,-10,0,0
1,0,1,13,26,24538,-1362,18025,38,18,6,-2,1
0,0,0,-13,-15,-16841,-168,-2651,14,-91,-22,-2,0
0,0,0,-21,-28,-16865,471,-4899,41,-59,-14,-1,-1
1,0,1,26,32,20822,447,10425,50,89,27,0,0
1,0,1,13,23,14132,4792,10172,11,48,23,1,0
1,1,1,9,9,1570,445,-1509,23,56,4,1,0
0,1,1,-8,-17,-9276,-671,-2467,16,-19,9,-2,0
1,0,0,9,24,15557,-4968,-5710,-23,-14,20,4,0
0,1,1,-15,-16,-6095,-4126,-2602,7,-61,-1,-1,0
0,0,1,-3,7,3676,-674,-11719,-8,44,-29,-4,-2
1,1,1,15,7,18490,1060,1636,6,80,50,3,2
1,0,1,0,8,10758,1302,9316,-9,56,-3,3,1
1,0,1,6,14,17804,-3404,-7296,23,-38,0,3,1
1,0,1,14,-8,26861,1281,4374,21,98,27,0,1
0,0,0,-13,-10,-9617,1790,-19599,55,5,-12,-2,0
1,1,0,17,13,8069,2417,19029,7,-37,20,2,1
0,0,1,-9,-10,-10070,2239,-1998,-13,44,-14,-3,0
1,0,1,-1,10,22303,2878,-9278,-59,-63,20,3,1
1,1,1,16,12,26998,1677,-4538,-32,15,15,3,1
0,0,0,-8,-13,1011,4133,-6382,-29,-36,-19,-1,-1
0,1,1,-2,11,6143,-4819,-19064,0,-61,-13,2,-2
1,1,1,18,17,19144,-2545,2006,-31,52,55,3,0
0,1,1,12,11,-8977,-347,5201,-67,-154,26,4,-2
0,1,0,-14,-30,-44329,-1970,10349,53,-91,-17,-1,-1
0,1,1,-8,-16,-14701,107,1649,1,-12,-40,-2,-1
0,1,1,-12,-39,-3681,-7197,5270,-11,-73,9,2,-2
1,1,1,11,7,26072,-3439,5415,-7,136,25,2,-1
0,0,0,-21,-29,-21101,425,-4145,-13,-31,-3,-3,-1
1,0,1,0,8,18374,7849,9340,39,73,-3,1,1
0,1,0,-8,-25,20181,3807,-39573,35,-12,4,-5,0
0,1,0,-19,-15,-14645,-897,-1383,-16,-171,-34,-2,0
0,0,0,-9,-12,-8625,-559,-12767,-7,-76,-20,-2,0
1,1,1,15,10,13033,1639,8438,27,106,23,1,0
0,0,0,-4,6,-12961,-3637,3348,-7,-39,-21,-4,0
0,1,1,-1,-3,-21348,3742,-5927,30,-132,0,3,-1
0,0,1,-7,-24,-5271,931,520,-52,26,6,-2,-2
1,1,0,11,3,21768,363,-933,-16,35,56,2,1
0,1,0,-14,5,-25721,-1782,-1421,-60,-59,-49,-2,-2
1,1,1,10,7,22143,358,-8211,14,10,19,2,1
1,1,1,15,36,8013,-4433,-6185,60,-89,14,4,2
1,1,1,20,47,6440,-6863,13592,-2,-62,-1,1,1
1,1,1,8,15,2552,-1730,9256,40,2,10,1,0
1,1,1,21,15,20581,-1201,16121,-32,23,14,2,1
1,0,1,-14,-16,-4554,7872,1673,-322,-116,57,6,1
0,0,0,-17,-16,-17977,-3958,-9218,-15,-28,-25,-3,-1
0,1,1,-6,-28,-135,-4015,5183,-34,7,-19,-5,-2
1,1,0,17,13,2310,-850,13300,-25,-40,-14,2,1
1,1,0,23,25,33057,10023,14346,-8,-45,11,2,-1
0,0,1,-17,-31,-5761,-41,-14197,0,1,-22,0,0
0,1,1,-3,7,33994,24292,1922,1,25,-18,-2,0
0,0,0,-12,-28,-37367,-2366,-19918,-16,18,1,-2,-1
1,0,1,15,40,7851,3242,23910,-48,98,-13,0,1
1,1,1,13,21,22675,-2511,11296,-9,-21,40,2,1
1,1,1,20,22,30452,196,4450,31,35,24,3,0
1,0,1,0,3,2006,-3222,17220,-76,34,-14,-1,0
1,0,1,18,31,10369,-2776,29765,-31,127,5,1,0
0,0,0,-17,-35,-5611,-1080,-15233,-8,-29,-14,2,-1
0,0,0,-11,-29,-13206,571,-6046,38,29,-9,-1,-1
0,1,1,-10,-17,-18893,-937,-5339,21,-36,-7,-1,-1
1,1,0,5,-7,12012,3635,-6299,9,26,11,4,1
0,1,0,-13,-32,-17772,3675,-3132,-104,93,-19,0,1
1,0,1,24,36,31758,159,4202,23,47,45,2,1
0,1,0,-11,-10,1574,3233,582,-21,8,-50,-4,-1
1,1,0,12,21,17020,808,-9858,92,-115,27,1,1
0,0,0,-16,-35,4791,-1045,-13946,-14,-46,17,2,-2
1,0,1,9,8,54780,12658,-8048,68,28,-3,3,1
0,1,1,-25,-60,-21605,1688,-24236,-43,33,-15,-3,-1
1,1,0,13,35,12752,-1203,6924,-2,10,21,-1,2
1,0,1,-3,-18,566,-401,-4183,27,55,-4,1,2
1,0,1,13,10,-1370,-5018,20306,37,6,42,-1,1
0,1,1,-12,-20,-10027,-589,-13270,23,-41,-10,-1,-1
1,1,1,20,17,19400,1310,6604,7,103,12,1,0
0,0,0,-27,-46,-26596,-7141,-4608,-29,-48,-19,-2,0
0,1,0,-17,-28,-17412,-3063,-4854,-55,-93,-12,-1,-1
0,0,1,-10,-28,7476,-373,-28170,-38,-11,-18,-1,-1
0,0,0,-16,-11,-14772,-4794,-11709,34,44,-32,-3,-1
0,0,0,-18,-12,-20244,-232,-7083,-31,-22,-37,0,-1
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
0,0,1,-10,-19,-2037,3520,-21261,-4,-60,-44,,
